Cod_setor;Situacao_setor;ATEMEIOSALARIO;DEMEIOA1SALARIO;DE1A2SALARIOS;DE2A3SALARIOS;DE3A5SALARIOS;DE5A10SALARIOS;DE10A15SALARIOS;DE15A20SALARIOS;MAISDE20SALARIOS;SEMSALARIO;TOTAL
310620005670261;1;8;207;116;14;9;7;0;0;0;168;663
310620005670262;1;10;116;96;13;11;8;1;0;0;120;448
310620005670263;1;5;142;120;10;11;4;0;0;0;126;488
310620005670264;1;7;300;125;7;8;1;0;0;0;211;793
310620005670265;1;6;90;67;13;0;0;0;0;0;85;305
310620005670266;1;14;188;106;7;4;3;0;0;0;150;592
310620005670267;1;2;65;88;54;98;69;21;20;16;102;592
310620005670268;1;4;67;81;61;128;95;15;16;5;120;637
310620005670269;1;9;73;129;82;162;158;42;59;19;178;976
310620005670270;1;1;26;24;33;60;53;7;2;2;67;288
310620005670271;1;3;61;93;65;94;120;43;36;11;118;682
310620005670272;1;1;55;89;57;99;152;40;32;26;260;875
310620005670273;1;0;24;51;37;76;76;20;11;9;109;446
310620005670274;1;0;26;44;47;95;118;35;29;31;163;649
310620005670275;1;2;22;59;54;96;196;50;50;49;194;844
310620005670276;1;8;102;166;126;187;72;8;0;2;196;939
310620005670277;1;3;27;50;48;68;93;14;9;6;98;431
310620005670278;1;1;46;108;103;136;183;47;46;37;184;980
310620005670279;1;0;34;53;57;90;106;19;22;4;189;607
310620005670280;1;1;40;84;64;86;134;31;44;25;167;723
310620005670281;1;4;63;77;59;86;136;38;37;21;177;749
310620005670282;1;4;33;69;55;93;101;27;22;7;111;543
310620005670283;1;2;47;70;81;111;155;34;24;23;180;771
310620005670284;1;0;39;65;56;113;198;74;54;30;257;948
310620005670285;1;2;40;75;55;93;118;31;34;34;162;683
310620005670286;1;0;18;29;27;57;100;22;21;21;231;558
310620005670287;1;1;46;59;53;104;153;50;62;39;212;852
310620005670288;1;5;35;53;35;57;147;42;67;58;184;759
310620005670289;1;1;2;9;3;16;55;12;20;6;76;218
310620005670290;1;3;40;21;4;1;0;0;0;0;30;119
310620005670291;1;3;10;37;22;38;63;31;44;38;124;448
310620005670292;1;4;66;91;57;93;191;100;64;125;351;1263
310620005670293;1;2;131;88;10;3;0;0;0;0;173;470
310620005670294;1;4;154;78;9;1;0;0;0;0;161;481
310620005670295;1;0;40;60;38;45;67;12;9;9;92;389
310620005670296;1;3;24;69;45;56;69;12;14;10;79;401
310620005670297;1;4;53;88;72;127;118;32;27;15;157;733
310620005670298;1;3;48;83;56;80;96;20;26;13;120;588
310620005670299;1;5;75;97;74;135;150;51;48;38;204;950
310620005670300;1;5;32;124;70;105;160;52;40;34;204;907
310620005670301;1;8;44;90;76;114;121;26;16;21;150;700
310620005670302;1;0;44;114;80;90;112;27;28;20;135;692
310620005670303;1;2;33;72;65;80;111;23;27;20;144;611
310620005670304;1;2;35;49;40;86;90;25;23;18;135;538
310620005670305;1;2;36;53;48;77;136;40;28;29;160;654
310620005670306;1;0;52;68;41;104;115;26;25;23;140;626
310620005670307;1;0;38;49;58;88;145;43;37;37;149;683
310620005670308;1;4;34;61;63;91;148;37;37;50;200;764
310620005670309;1;1;56;83;52;90;119;33;40;57;195;784
310620005670310;1;1;35;79;42;96;195;72;134;204;334;1306
310620005670311;1;2;46;98;58;100;170;52;61;47;207;892
310620005670312;1;4;48;95;85;111;174;61;52;50;232;967
310620005670313;1;5;59;102;86;117;192;64;74;64;225;1056
310620005670314;1;3;42;68;47;89;128;35;43;66;192;752
310620005670315;1;0;39;63;47;90;139;47;57;42;147;731
310620005670316;1;1;30;63;43;105;196;67;84;101;287;1065
310620005670317;1;2;62;100;78;126;105;16;8;6;214;856
310620005670318;1;6;93;150;68;43;43;4;3;0;127;593
310620005670319;1;0;28;32;10;10;1;1;1;1;30;123
310620005670320;1;2;53;80;35;34;21;0;2;0;129;407
310620005670321;1;5;64;33;12;7;3;0;0;0;43;186
310620005670322;1;14;77;74;12;10;1;1;0;0;86;324
310620005670323;1;9;114;115;34;23;11;0;1;0;140;502
310620005670324;1;3;61;57;25;15;20;3;2;2;50;261
310620005670325;1;10;93;68;12;1;0;0;0;0;90;323
310620005670326;1;4;6;9;10;10;6;0;1;0;22;72
310620005670327;1;3;43;41;7;14;5;1;0;0;52;205
310620005670328;1;9;86;67;10;1;0;0;0;0;117;373
310620005670329;1;1;24;45;37;29;22;1;1;0;52;239
310620005670330;1;2;23;28;2;1;1;0;0;0;23;94
310620005670331;1;0;0;0;0;0;0;0;0;0;0;17
310620005670332;1;7;98;162;73;70;75;11;6;4;213;824
310620005670333;1;9;93;66;6;2;1;0;0;0;105;347
310620005670334;1;15;302;304;83;41;25;1;1;1;309;1260
310620005670335;1;6;177;236;102;69;50;6;0;1;227;1007
310620005670336;1;0;53;60;25;18;12;5;2;1;65;270
310620005670337;1;2;133;88;39;29;31;1;4;0;139;518
310620005670338;1;0;22;42;8;5;5;0;0;0;66;162
310620005670339;1;3;36;77;33;43;34;6;0;0;151;451
310620005670340;1;2;54;40;15;1;0;0;0;0;70;212
310620005670341;1;3;24;26;5;2;0;0;0;0;21;94
310620005670342;1;6;182;172;44;24;13;1;1;0;172;699
310620005670343;1;11;183;156;81;58;48;2;2;2;216;842
310620005670344;1;5;159;114;25;15;5;0;0;0;153;579
310620005670345;1;0;16;22;3;2;1;0;0;0;20;80
310620005670346;1;0;10;8;6;0;0;0;0;0;14;44
310620005670347;1;3;23;15;2;0;1;0;0;0;25;85
310620005670348;1;2;18;37;45;58;67;19;5;0;78;352
310620005670349;1;4;80;137;43;25;20;2;0;1;99;479
310620005670350;1;5;41;34;22;11;6;2;0;1;49;206
310620005670351;1;3;39;71;36;42;7;1;2;0;67;297
310620005670352;1;6;50;217;36;26;19;1;3;1;146;573
310620005670353;1;4;113;172;79;53;34;5;4;0;185;735
310620005670354;1;18;132;246;181;158;87;12;2;2;250;1280
310620005670355;1;0;0;0;0;0;0;0;0;0;0;13
310620005670356;1;3;34;44;17;12;8;1;1;0;60;205
310620005670357;1;26;147;96;20;3;3;0;0;0;196;602
310620005670358;1;0;9;7;2;4;2;0;0;0;12;41
310620005670359;1;2;17;12;2;2;0;0;0;0;23;69
310620005670360;1;0;0;0;0;0;0;0;0;0;0;4
310620005670361;1;13;65;47;7;5;3;0;0;0;73;270
310620005670362;1;7;53;119;51;62;39;3;3;0;104;518
310620005670363;1;4;51;24;9;3;0;0;0;0;37;147
310620005670364;1;4;74;75;44;48;30;4;2;1;104;426
310620005670365;1;23;136;156;80;59;51;8;5;4;173;774
310620005670366;1;1;27;39;13;14;7;3;0;0;36;147
310620005670367;1;3;16;5;3;2;0;0;0;0;7;39
310620005670368;1;6;73;57;8;5;0;0;1;0;49;236
310620005670369;1;1;11;11;5;10;16;4;1;1;27;95
310620005670370;1;0;0;0;0;0;0;0;0;0;0;10
310620005670371;1;4;36;17;8;2;0;1;0;0;31;118
310620005670372;1;1;43;63;50;45;52;11;2;1;97;400
310620005670373;1;2;21;11;3;3;0;0;0;0;14;63
310620005670374;1;1;10;7;2;1;0;0;0;0;9;36
310620005670375;1;7;80;100;22;25;5;1;1;0;112;398
310620005670376;1;14;239;186;23;8;2;0;0;0;271;919
310620005670377;1;2;32;75;22;9;3;2;0;0;63;250
310620005670378;1;0;1;3;1;1;2;0;0;0;7;16
310620005670379;1;1;29;39;45;86;127;40;44;14;106;609
310620005670380;1;5;20;35;43;69;163;40;26;8;90;551
310620005670381;1;3;27;62;27;84;140;56;64;41;170;785
310620005670382;1;2;22;94;58;112;161;59;33;42;190;856
310620005670383;1;0;17;30;28;36;74;29;32;28;115;436
310620005670384;1;1;13;55;33;109;155;78;49;51;168;770
310620005670385;1;2;6;19;28;39;117;70;13;36;156;572
310620005670386;1;0;15;58;22;53;130;54;35;51;127;626
310620005670387;1;2;16;50;38;58;128;51;52;40;109;630
310620005670388;1;0;20;48;27;84;167;61;34;40;161;740
310620005670389;1;0;10;26;26;58;88;38;38;28;101;500
310620005670390;1;5;34;90;48;94;235;93;83;55;232;1160
310620005670391;1;3;17;51;20;59;102;51;41;33;168;618
310620005670392;1;3;125;86;37;52;63;14;15;9;174;652
310620005670393;1;1;49;45;11;8;5;1;0;0;51;207
310620005670394;1;6;48;79;25;10;9;0;0;1;67;298
310620005670395;1;4;70;106;48;36;33;6;2;0;123;498
310620005670396;1;9;242;118;9;3;1;0;0;0;199;704
310620005670397;1;0;0;0;0;0;0;0;0;0;0;15
310620005670398;1;5;30;34;8;6;1;1;1;0;39;140
310620005670399;1;0;0;0;0;0;0;0;0;0;0;182
310620005670400;1;2;111;70;14;11;3;1;0;0;109;373
310620005670401;1;3;45;32;4;5;2;0;0;0;53;168
310620005670402;1;2;67;17;3;1;0;0;0;0;53;176
310620005670403;1;0;5;9;2;1;0;0;0;0;12;37
310620005670404;1;7;72;77;25;7;5;0;0;0;169;413
310620005670405;1;4;17;23;2;3;2;1;0;0;26;96
310620005670406;1;51;133;119;18;5;1;0;0;0;145;568
310620005670407;1;2;12;20;10;4;3;0;0;0;9;67
310620005670408;1;1;67;55;6;3;0;0;0;0;104;274
310620005670409;1;8;143;149;41;28;14;2;1;0;125;580
310620005670410;1;2;40;50;14;28;20;3;0;0;69;245
310620005670411;1;0;19;19;9;9;7;3;4;0;33;113
310620005670412;1;4;220;151;45;37;15;4;0;0;222;819
310620005670414;1;0;27;16;1;1;0;0;0;0;27;79
310620005670415;1;0;23;33;17;30;35;5;1;1;66;232
310620005670416;1;0;21;26;30;27;21;3;1;4;56;206
310620005670417;1;0;30;41;11;11;17;3;2;2;38;175
310620005670418;1;0;22;40;27;35;37;9;2;3;57;253
310620005670419;1;3;25;40;16;26;36;13;6;4;74;263
310620005670420;1;2;26;37;19;6;6;3;0;2;52;168
310620005670421;1;0;25;39;19;42;45;18;14;4;99;334
310620005670422;1;3;15;66;113;122;59;4;2;1;148;569
310620005670423;1;4;44;94;75;106;95;19;13;10;140;659
310620005670424;1;5;81;26;3;3;1;0;0;0;45;189
310620005670425;1;6;85;28;3;1;1;1;0;0;85;247
310620005670426;1;4;46;73;47;66;73;15;9;5;84;467
310620005670427;1;2;31;24;6;3;2;1;1;0;24;108
310620005670428;1;0;0;0;0;0;0;0;0;0;0;39
310620005670429;1;0;0;0;0;0;0;0;0;0;0;13
310620005670430;1;2;7;8;2;0;0;0;0;0;14;40
310620005670431;1;19;223;156;20;2;1;0;0;1;248;806
310620005670432;1;0;0;0;0;0;0;0;0;0;0;110
310620005670433;1;21;251;196;17;3;2;1;0;0;243;907
310620005670434;1;2;18;9;1;2;1;0;0;0;19;65
310620005670435;1;6;103;53;3;0;1;0;0;0;124;369
310620005670436;1;1;25;76;73;150;333;100;125;79;207;1345
310620005670437;1;0;18;28;28;26;56;19;35;25;81;342
310620005670438;1;0;0;0;0;0;0;0;0;0;0;88
310620005670439;1;0;0;0;0;0;0;0;0;0;0;2
310620005670440;1;5;31;38;11;13;17;2;1;1;41;195
310620005670441;1;10;287;186;40;23;11;0;0;0;197;861
310620005670442;1;9;129;125;46;30;12;6;0;0;232;674
310620005670443;1;15;90;129;34;12;2;2;0;0;128;474
310620005670444;1;3;54;43;3;1;1;0;0;0;58;183
310620005670445;1;8;36;63;19;3;2;0;0;0;88;263
310620005670446;1;6;65;69;5;3;1;0;0;0;60;244
310620005670447;1;0;14;28;3;1;1;1;0;0;27;86
310620005670448;1;11;82;174;141;103;54;11;4;1;212;910
310620005670449;1;10;206;151;50;16;4;2;0;0;241;784
310620005670450;1;0;7;7;5;5;0;0;0;0;13;40
310620005670451;1;6;49;46;15;8;0;0;0;0;66;220
310620005670452;1;0;3;13;7;3;2;1;0;0;8;37
310620005670453;1;1;20;16;1;1;0;0;0;0;23;76
310620005670454;1;0;9;104;25;17;3;1;0;0;106;289
310620005670455;1;6;32;46;19;14;4;1;0;0;50;192
310620005670456;1;0;0;0;0;0;0;0;0;0;0;107
310620005670457;1;0;0;0;0;0;0;0;0;0;0;12
310620005670458;1;1;29;33;22;35;46;5;5;1;53;255
310620005670459;1;0;0;0;0;0;0;0;0;0;0;13
310620005670460;1;1;18;33;9;33;40;7;10;3;56;222
310620005670461;1;0;7;43;21;39;30;6;1;1;51;214
310620005670462;1;4;41;20;6;3;2;0;0;0;91;207
310620005670463;1;0;19;25;0;0;0;0;0;0;26;74
310620005670464;1;2;75;27;5;1;0;0;0;0;71;199
310620005670465;1;8;73;62;4;5;0;0;0;0;70;280
310620005670466;1;18;181;59;7;5;1;0;0;0;186;541
310620005670467;1;8;94;64;8;2;0;0;0;0;90;319
310620005670468;1;6;40;10;3;0;0;0;0;0;33;125
310620005670469;1;2;3;8;2;1;0;0;0;0;7;25
310620005670471;1;21;143;89;12;8;0;2;0;0;153;529
310620005670472;1;12;95;70;8;10;1;0;0;0;133;402
310620005670473;1;2;14;63;23;27;16;3;4;3;35;208
310620005670474;1;2;48;81;43;64;81;25;14;6;110;507
310620005670475;1;4;64;48;12;3;3;2;0;0;44;205
310620005670476;1;2;73;69;14;6;5;0;0;0;64;260
310620005670477;1;10;70;54;9;1;0;0;0;0;96;287
310620005670478;1;0;12;36;20;40;34;8;7;1;43;210
310620005670479;1;3;18;38;31;47;74;24;15;13;104;410
310620005670480;1;4;68;112;88;125;120;23;14;6;197;825
310620005670481;1;2;12;8;3;7;10;5;4;2;28;92
310620005670482;1;0;13;13;2;0;1;0;0;0;6;39
310620005670483;1;1;16;34;22;36;53;10;7;6;43;243
310620005670484;1;0;19;48;29;38;62;11;4;10;97;338
310620005670485;1;1;18;28;10;26;57;22;20;19;76;298
310620005670486;1;0;2;4;2;3;2;0;4;3;9;29
310620005670487;1;5;147;101;10;4;2;0;0;0;186;532
310620005670488;1;2;35;13;4;2;0;0;0;0;29;95
310620005670489;1;1;16;16;15;20;24;8;10;5;30;158
310620005670490;1;2;74;64;16;4;1;0;0;0;72;271
310620005670491;1;5;96;128;82;60;32;10;1;0;190;692
310620005670492;1;2;29;25;8;6;6;0;0;1;33;120
310620005670493;1;1;16;22;7;4;3;1;1;0;31;95
310620005670494;1;4;89;93;37;21;15;2;1;0;124;430
310620005680001;1;1;35;44;35;46;127;33;41;37;208;674
310620005680002;1;2;26;27;16;43;64;22;28;29;216;521
310620005680004;1;0;21;29;11;24;29;6;8;4;43;192
310620005680005;1;0;42;76;73;85;139;52;29;30;196;789
310620005680006;1;1;57;82;54;87;141;39;52;37;232;856
310620005680007;1;4;39;46;41;72;95;28;23;16;144;564
310620005680008;1;3;77;82;34;72;76;19;14;15;157;610
310620005680009;1;9;193;144;33;29;28;3;4;0;197;722
310620005680010;1;1;18;29;28;33;26;2;1;0;47;209
310620005680011;1;1;49;53;27;33;19;0;1;1;102;331
310620005680012;1;3;102;95;43;48;49;10;4;3;130;562
310620005680013;1;10;28;37;32;27;21;1;0;1;51;243
310620005680014;1;0;0;2;1;5;6;0;4;1;4;29
310620005680015;1;1;37;50;27;21;20;3;2;1;53;236
310620005680016;1;4;69;186;60;59;28;7;3;3;157;657
310620005680017;1;44;165;143;26;9;0;0;0;0;162;703
310620005680018;1;5;84;142;65;103;110;41;12;6;141;780
310620005680019;1;1;22;69;35;68;87;17;16;6;127;499
310620005680020;1;3;47;98;52;88;166;52;35;21;235;865
310620005680021;1;3;120;181;90;112;100;36;24;13;214;984
310620005680022;1;4;93;101;102;81;89;20;10;5;232;801
310620005680023;1;0;23;52;10;34;77;33;34;38;164;504
310620005680024;1;2;49;100;57;108;164;33;56;81;263;979
310620005680025;1;0;9;21;13;30;44;20;23;24;204;425
310620005680027;1;4;110;162;65;39;33;8;4;6;227;752
310620005680028;1;19;124;91;8;6;0;0;0;0;162;502
310620005680029;1;7;145;89;30;7;3;0;0;0;118;452
310620005680030;1;19;284;310;68;44;20;1;1;0;445;1413
310620005680031;1;0;43;80;65;102;141;35;22;15;179;784
310620005680033;1;5;34;59;51;86;134;29;27;16;142;677
310620005680034;1;4;81;179;79;56;19;2;1;1;163;671
310620005680035;1;7;203;215;60;28;24;2;0;0;213;843
310620005680036;1;4;206;231;74;52;48;9;1;1;352;1103
310620005680037;1;10;149;172;78;60;37;4;5;0;180;790
310620005680038;1;1;93;143;58;26;9;0;0;1;231;622
310620005680039;1;12;141;181;65;55;31;3;2;1;200;783
310620005680040;1;5;25;15;12;4;1;0;0;0;41;118
310620005680041;1;51;62;163;54;122;196;82;84;96;453;1516
310620005680042;1;6;68;135;68;110;126;33;56;40;239;949
310620005680043;1;6;95;96;38;81;129;42;50;78;243;899
310620005680044;1;2;40;74;39;70;148;29;11;13;199;725
310620005680045;1;19;186;121;14;11;3;1;0;0;171;618
310620005680046;1;1;72;113;56;68;84;18;8;6;114;591
310620005680047;1;3;70;98;60;85;94;6;6;4;164;671
310620005680048;1;0;12;26;18;27;28;8;6;2;64;200
310620005680049;1;2;75;92;57;74;85;20;25;27;180;703
310620005680050;1;2;59;67;52;62;90;31;25;14;194;664
310620005680051;1;5;64;124;80;74;75;11;8;7;162;661
310620005680052;1;5;50;304;240;165;189;34;10;7;172;1250
310620005680053;1;3;43;70;57;73;66;14;13;4;147;514
310620005680054;1;0;3;9;5;11;8;3;0;1;11;55
310620005680055;1;3;79;99;69;76;93;25;14;9;187;720
310620005680056;1;7;95;110;91;118;116;32;27;10;195;884
310620005680057;1;1;74;66;41;65;62;13;4;6;148;526
310620005680058;1;8;91;115;45;37;37;8;2;4;152;559
310620005680059;1;0;60;118;85;82;49;7;5;1;114;575
310620005680060;1;3;79;138;58;57;49;8;4;1;166;629
310620005680061;1;16;120;165;103;83;78;13;2;4;158;836
310620005680062;1;9;115;122;36;28;10;0;1;3;143;553
310620005680063;1;4;80;134;26;23;9;1;0;0;184;519
310620005680064;1;13;154;129;40;29;24;5;1;2;181;674
310620005680066;1;2;15;52;54;46;43;5;1;3;66;338
310620005680067;1;2;60;146;88;108;71;8;4;0;155;748
310620005680068;1;5;31;71;65;71;81;9;6;6;115;538
310620005680069;1;1;32;72;49;73;105;49;20;10;169;674
310620005680070;1;3;20;53;39;53;68;13;12;5;114;431
310620005680071;1;8;99;133;67;60;56;13;11;5;167;675
310620005680072;1;2;72;142;92;89;57;6;5;2;245;786
310620005680073;1;4;94;193;105;89;61;8;5;0;205;872
310620005680074;1;8;67;198;56;49;20;1;2;1;201;678
310620005680075;1;3;57;136;83;57;35;3;2;1;130;571
310620005680076;1;11;151;216;69;71;27;2;2;0;225;880
310620005680077;1;12;227;202;81;36;27;3;2;0;237;920
310620005680078;1;5;116;233;71;50;31;4;0;2;201;809
310620005680079;1;14;169;174;56;40;12;1;0;0;194;745
310620005680080;1;13;158;187;58;41;18;1;1;1;219;824
310620005680081;1;7;93;193;115;94;61;8;2;2;230;896
310620005680082;1;7;111;198;99;109;80;11;3;0;198;909
310620005680083;1;5;22;33;9;13;17;4;0;0;46;173
310620005680084;1;7;218;153;52;38;22;3;0;0;227;800
310620005680085;1;4;133;168;93;77;32;7;2;0;183;765
310620005680086;1;4;153;100;24;12;5;1;0;0;156;513
310620005680087;1;8;123;158;66;36;17;2;1;3;121;618
310620005680088;1;6;41;92;41;35;19;0;2;1;106;396
310620005680089;1;16;218;147;30;18;4;0;0;0;178;690
310620005680090;1;28;327;269;64;33;15;4;0;1;426;1330
310620005680091;1;28;253;217;60;34;16;3;0;0;302;1053
310620005680092;1;23;338;359;143;74;29;3;1;0;418;1622
310620005680093;1;20;320;274;56;15;7;0;0;0;588;1467
310620005680094;1;0;0;0;0;0;0;0;0;0;0;391
310620005680095;1;1;90;115;55;76;100;24;30;18;233;837
310620005680096;1;20;122;175;76;34;34;4;1;3;195;776
310620005680097;1;78;458;282;67;48;24;1;2;2;641;1970
310620005680098;1;2;87;105;50;63;59;9;14;7;210;702
310620005680099;1;5;49;70;39;63;79;21;19;16;172;641
310620005680100;1;1;29;31;16;18;48;12;11;22;105;325
310620005680101;1;0;41;73;26;65;109;32;44;30;179;658
310620005680102;1;2;118;107;56;41;44;10;10;7;157;616
310620005680103;1;9;67;58;23;24;38;10;11;15;140;449
310620005680104;1;20;50;97;50;63;132;45;81;115;273;1003
310620005680105;1;0;1;2;1;3;10;3;11;3;25;63
310620005680106;1;10;205;121;34;4;2;0;0;0;252;749
310620005680107;1;1;53;82;49;68;87;16;17;22;129;565
310620005680108;1;1;34;50;55;95;84;29;15;10;175;603
310620005680109;1;2;68;105;66;80;72;15;11;6;195;672
310620005680110;1;2;35;65;49;72;84;22;19;12;177;610
310620005680111;1;0;31;44;15;54;77;17;21;12;113;436
310620005680112;1;7;64;112;81;89;122;45;17;20;207;830
310620005680113;1;5;84;116;60;85;111;27;11;8;261;854
310620005680114;1;6;46;82;48;81;98;32;19;11;174;682
310620005680115;1;1;56;76;43;84;96;24;22;15;142;655
310620005680116;1;4;37;82;52;82;121;47;18;16;191;738
310620005680117;1;9;127;139;38;31;17;0;1;0;195;646
310620005680118;1;12;103;132;39;24;7;2;0;0;147;532
310620005680119;1;18;150;175;65;28;13;0;0;0;248;801
310620005680121;1;4;81;118;68;107;140;18;24;9;239;941
310620005680122;1;3;46;42;11;12;8;1;0;0;69;209
310620005680123;1;8;142;201;82;51;31;7;3;2;205;797
310620005680124;1;3;66;136;56;68;68;19;11;3;198;703
310620005680125;1;7;190;266;74;48;28;4;0;2;232;928
310620005680126;1;1;37;54;39;37;14;0;2;0;57;275
310620005680127;1;31;354;196;21;4;0;0;0;0;325;1133
310620005680128;1;3;65;39;11;10;6;0;0;0;68;233
310620005680129;1;32;235;13;3;3;0;0;0;0;259;683
310620005680130;1;3;28;16;0;1;0;0;0;0;40;109
310620005680131;1;1;49;57;36;14;6;0;1;0;87;290
310620005680132;1;11;110;134;37;42;18;2;0;0;123;539
310620005680133;1;8;224;199;79;58;25;4;3;1;200;904
310620005680134;1;28;284;274;48;32;11;0;0;0;359;1194
310620005680135;1;0;2;2;2;2;1;0;0;0;2;13
310620005680136;1;4;28;24;13;19;50;7;16;22;65;286
310620005680137;1;1;35;76;41;77;75;22;21;11;106;525
310620005680138;1;2;14;46;35;71;157;46;8;18;178;643
310620005680139;1;0;56;12;7;1;5;0;0;0;15;104
310620005680140;1;5;118;117;64;77;77;13;12;5;181;758
310620005680141;1;18;126;99;17;8;4;0;0;0;149;509
310620005680142;1;2;36;48;35;52;119;56;72;62;230;864
310620005680143;1;6;74;59;16;5;0;0;0;0;70;270
310620005680144;1;3;23;40;24;77;119;32;20;18;82;518
310620005680145;1;2;26;62;45;80;111;36;19;9;112;584
310620005680146;1;1;22;34;21;51;83;25;24;9;107;436
310620005680147;1;3;13;38;25;56;101;35;38;19;127;536
310620005680148;1;1;29;45;43;71;139;33;29;17;174;686
310620005680149;1;0;13;26;39;58;97;18;21;18;127;493
310620005680150;1;1;30;61;42;83;101;38;19;8;149;621
310620005680151;1;2;27;35;39;61;90;35;25;9;139;540
310620005680152;1;2;44;47;29;53;82;15;15;8;105;462
310620005680153;1;4;21;70;44;80;114;32;21;11;123;614
310620005680154;1;1;10;51;43;69;91;19;23;7;101;474
310620005680155;1;1;17;31;19;41;79;13;16;12;126;406
310620005680156;1;1;37;74;41;63;156;39;31;20;175;723
310620005680157;1;1;15;28;30;43;104;39;41;36;208;629
310620005680158;1;2;18;46;25;59;136;31;38;16;163;617
310620005680159;1;3;57;143;94;111;71;8;5;2;85;655
310620005680160;1;1;19;108;63;101;92;21;15;4;177;680
310620005680161;1;3;45;101;65;75;136;21;27;15;155;725
310620005680162;1;2;45;77;48;79;117;37;27;15;178;711
310620005680163;1;3;18;76;50;63;27;5;1;1;48;344
310620005680164;1;0;15;22;21;43;70;13;6;5;58;284
310620005680165;1;0;12;20;17;54;55;22;17;4;56;289
310620005680166;1;19;149;185;100;111;103;21;11;7;266;1102
310620005680167;1;1;33;46;23;32;31;11;6;1;60;272
310620005680168;1;0;0;0;0;0;0;0;0;0;0;10
310620005680169;1;7;113;153;102;109;137;37;28;9;268;1098
310620005680170;1;0;0;0;0;0;0;0;0;0;0;196
310620005680171;1;4;27;53;33;71;63;21;26;8;112;462
310620005680172;1;0;9;13;12;16;16;5;1;2;15;98
310620005680173;1;2;56;63;36;26;31;16;14;9;103;396
310620005680174;1;1;39;88;57;58;101;25;25;24;121;576
310620005680175;1;1;10;27;21;48;73;14;16;8;86;353
310620005680176;1;4;44;48;51;88;99;29;24;6;118;592
310620005680177;1;0;10;7;7;2;15;5;5;4;26;92
310620005680178;1;3;24;51;39;67;87;13;15;5;91;447
310620005680179;1;3;30;93;69;95;125;21;6;3;129;645
310620005680180;1;3;44;96;34;35;25;7;1;1;105;417
310620005680181;1;2;44;80;48;68;56;19;9;4;159;548
310620005680182;1;1;39;71;39;24;10;2;3;0;61;270
310620005680183;1;9;65;102;33;29;20;2;0;0;105;426
310620005680184;1;0;12;9;3;7;7;4;1;1;19;70
310620005680185;1;4;57;134;94;108;93;20;14;19;184;809
310620005680186;1;2;109;45;12;17;14;1;0;3;143;358
310620005680187;1;3;47;89;69;90;142;49;37;35;205;834
310620005680188;1;1;59;53;29;39;30;7;5;2;67;306
310620005680189;1;3;61;95;56;65;79;22;13;8;151;616
310620005680190;1;2;69;89;74;83;73;15;10;2;155;617
310620005680191;1;3;26;36;14;31;16;4;3;2;55;204
310620005680192;1;4;52;57;48;65;114;29;22;26;169;662
310620005680193;1;3;22;39;22;29;38;16;18;14;135;365
310620005680194;1;5;97;71;8;4;3;0;0;0;95;335
310620005680195;1;3;53;106;64;93;114;15;3;2;223;721
310620005680196;1;9;42;109;59;85;69;8;3;1;135;577
310620005680197;1;1;29;51;41;62;79;11;2;0;94;415
310620005680198;1;0;0;0;0;0;0;0;0;0;0;3
310620005680199;1;2;82;106;80;81;53;13;14;7;152;644
310620005680200;1;2;19;13;5;6;3;0;0;0;8;61
310620005680201;1;1;41;32;13;0;0;0;0;0;45;160
310620005680202;1;4;65;84;19;10;3;1;1;0;82;324
310620005680203;1;0;26;27;6;0;0;1;0;0;26;103
310620005680204;1;13;106;93;47;76;43;10;3;0;161;665
310620005680205;1;6;41;36;18;14;23;3;1;0;80;273
310620005680206;1;31;273;84;9;3;2;0;0;0;315;901
310620005680207;1;47;420;244;23;7;4;0;0;0;442;1538
310620005680208;1;8;99;60;7;4;0;0;0;0;104;351
310620005680209;1;13;160;73;8;0;0;0;0;0;293;672
310620005680210;1;6;27;72;63;112;128;21;7;3;116;654
310620005680211;1;0;25;37;46;64;92;16;17;5;81;441
310620005680212;1;0;11;35;30;62;111;35;16;3;94;455
310620005680213;1;0;23;42;49;70;63;14;7;3;66;389
310620005680214;1;8;35;64;35;65;102;20;9;7;107;514
310620005680215;1;1;18;49;31;74;82;18;4;2;100;435
310620005680216;1;0;12;24;21;49;96;22;12;6;54;345
310620005680217;1;1;17;40;43;61;98;29;25;20;112;525
310620005680218;1;4;20;85;51;95;149;27;11;11;132;690
310620005680219;1;1;18;38;34;69;99;17;13;2;72;419
310620005680220;1;4;31;45;26;55;94;29;15;9;114;489
310620005680221;1;4;40;107;48;70;70;19;19;6;175;615
310620005680222;1;6;134;121;35;31;16;1;1;0;167;585
310620005680223;1;7;111;186;76;77;56;12;5;1;211;830
310620005680224;1;13;123;121;38;19;5;0;1;0;191;584
310620005680225;1;7;175;153;61;36;15;2;1;0;176;712
310620005680226;1;2;153;191;1;1;0;0;0;0;168;576
310620005680227;1;29;164;189;30;11;0;0;0;1;249;833
310620005680228;1;2;37;23;13;4;4;2;0;0;68;178
310620005680229;1;0;2;3;1;3;4;1;2;2;2;23
310620005680230;1;4;47;52;9;9;4;2;1;2;71;227
310620005680231;1;7;109;82;28;39;44;15;17;13;152;567
310620005680232;1;0;0;0;0;0;0;0;0;0;0;8
310620005680233;1;0;19;14;5;2;2;0;0;0;14;62
310620005680234;1;7;81;71;8;3;3;1;0;0;95;300
